Date,Temp,Load
20150614,84.92,2.272547
20150615,82.94,2.523167
20150616,80.96000000000001,2.379714
20150617,71.96000000000001,1.9345830000000002
20150618,84.02,2.391154
20150619,77.0,2.160462
20150620,75.92,1.88341
20150621,84.02,2.1843000000000004
20150622,84.92,2.478288
20150623,82.94,2.491678
20150624,78.98,2.191245
20150625,75.02,1.98977
20150626,80.96000000000001,2.150284
20150627,75.02,1.732507
20150628,66.02,1.496912
20150629,75.02,1.8128499999999999
20150630,77.0,1.976691
20150701,75.02,1.931366
20150702,77.0,1.952524
20150703,78.98,2.079788
20150704,80.06,1.87181
20150705,82.03999999999999,1.940171
20150706,80.96000000000001,2.268982
20150707,84.92,2.525224
20150708,73.03999999999999,1.998693
20150709,80.96000000000001,2.2952890000000004
20150710,73.03999999999999,1.9262439999999998
20150711,82.03999999999999,2.017319
20150712,78.98,1.862727
20150713,80.06,2.335324
20150714,80.06,2.352495
